PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,VEHICLE_ID,SEX,AGE,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,PEDPEDAL_LOCATION,BAC_RESULT,BAC_RESULT VALUE,CELL_PHONE_USE,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,geometry,YEAR,SEASON,SEX_R,SEASON_R,PERSON_TYPE_R,AIRBAG_DEPLOYED_R,INJURY_CLASSIFICATION_R,EJECTION_R
O1024912,DRIVER,ecbe9489d869fd678bfc5f26b3b877cfd306a1718158d654715ff9187bb06b3e6a706151049ae8dec997d5ee28f87afe5880f35ae72f14139c366bb06cb91bfd,971380.0,M,22.0,"DEPLOYED, FRONT",NONE,"REPORTED, NOT EVIDENT",NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-01-15 12:15:00,35,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",01/15/2021 12:17:00 PM,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,3.0,0.0,12,6,1,41.787247455,-87.631801337,POINT (-87.631801336612 41.787247454898),POINT (1175569.734535747 1865844.0895623674),2021,Winter,1.0,1,1,5.0,2.0,0.0
P240854,PASSENGER,ce62a9180f59e38a999920dee210067e4ac0b81473359dfb3ae45e975290556bceafa8a3ec71e4c230c2350cf53f675328c0c859b57526ad7a38e039f8009e60,1016808.0,F,7.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2021-04-06 12:14:00,30,UNKNOWN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",04/06/2021 12:49:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12,3,4,41.808391554,-87.694146997,POINT (-87.694146997179 41.808391553791),POINT (1158509.6348934579 1873416.2942104156),2021,Spring,0.0,2,2,4.0,0.0,0.0
O1254005,DRIVER,80c21bc5460e17a5cae36e11c8e799c522b1cd5df2c5ad41bdd6a91b5c0d4534b8c51c3d6a655557b794932362ce278c47a2174bde45fcb05ac63eeb1debfd0d,1190330.0,M,41.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-12-28 17:20:00,30,SNOW,DAWN,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",12/28/2021 05:26:00 PM,WEATHER,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17,3,12,41.844229106,-87.733828148,POINT (-87.733828148486 41.844229105728),POINT (1147600.298419507 1886397.3585119557),2021,Winter,1.0,1,1,2.0,0.0,0.0
O1123942,DRIVER,43f759ae20734ae88154e59c00121429680767c2f36b4bdb02d2198017db7634b18a1bab37844e130c2c793a15c04d6991989983d1b20e6ac992fd9c055338a8,1066093.0,M,70.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-06-22 11:12:00,30,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",06/22/2021 11:12:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,3,6,41.93140689,-87.653963908,POINT (-87.653963908272 41.931406889885),POINT (1169109.9230150778 1918326.9208461477),2021,Summer,1.0,3,1,3.0,0.0,0.0
P239843,PASSENGER,7489474c27895a2f028811cd6f159fe5d0d14cc8a59825ea400790ed6fc4e8db8fff59a4c0aed98dbf0964ba3fc4467cdfc62411f22f07d5adfd65c801571086,1012548.0,M,0.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2021-03-30 17:25:00,15,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",03/30/2021 05:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,7.0,0.0,17,3,3,41.754660124,-87.741384759,POINT (-87.741384758605 41.754660124394),POINT (1145766.0625108115 1853744.7435096262),2021,Spring,1.0,2,2,2.0,0.0,0.0
P240381,PASSENGER,d2602ef47c9f9a572cbba5657fbd3ea45ccf59c00a5357d565defd985880ea01588eccc7b9541a54d903340a066c46ebd492617a709e81eba559908dec34e7e8,1014755.0,M,62.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2021-04-03 16:30:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",04/03/2021 05:10:00 PM,DRIVING ON WRONG SIDE/WRONG WAY,DRIVING ON WRONG SIDE/WRONG WAY,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,7,4,41.891590741,-87.625867137,POINT (-87.625867137245 41.891590741084),POINT (1176874.9172956208 1903879.7005165054),2021,Spring,1.0,2,2,3.0,0.0,0.0
O1022184,DRIVER,0b98303198101ef5b52b7fe9b0fdf8ce3f51973324a482ccb541ef6d7892ee3de6a5bd290ac8c63df56bdc038d2de090f272e23235f35949db3c26c45da2f556,968848.0,F,55.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-01-09 17:50:00,35,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",01/09/2021 06:50:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,7,1,41.92520773,-87.672234887,POINT (-87.672234886531 41.925207730157),POINT (1164155.688654427 1916029.0703990909),2021,Winter,0.0,1,1,3.0,0.0,0.0
O1202024,DRIVER,0f1c896e28591207c4758b984ebd09eb9ef8f433055542fe275ea37304c73d6dc7054378bd21cc3b8699a07c7b1e2db851999ab734dddb8709f50cca1545d219,1140544.0,M,61.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,OTHER,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-10-09 18:25:00,30,CLEAR,DAYLIGHT,OTHER OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",10/09/2021 06:27:00 PM,ROAD CONSTRUCTION/MAINTENANCE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,7,10,41.946535847,-87.705429566,POINT (-87.70542956556 41.946535847143),POINT (1155065.407986432 1923733.1846045735),2021,Fall,1.0,4,1,2.0,0.0,0.0
O1163592,DRIVER,1aa6e164205d20b895a47388fb4f17ec0f15e880ad6ddd7b70ead3761eebb81c78abf7e897b8b3e53878714ac3455469235fb994aa097d69236f9b0f4850a705,1103762.0,F,22.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-08-15 18:45:00,20,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",08/17/2021 09:15:00 AM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,1,8,41.982831594,-87.808519233,POINT (-87.808519232802 41.982831594286),POINT (1126939.7133962165 1936770.8914549386),2021,Summer,0.0,3,1,2.0,0.0,0.0
O1195840,DRIVER,3868bb9856b94ef03718e2aca1d1de89b97414af7278da73bbddb2182fe19a2be411fbb60ed1e6ff608c7e8380a466adc4fbf8111ab0a2e7c9d9ccfb302ed8b5,1134609.0,M,20.0,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,Y,2021-10-01 08:10:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",10/01/2021 08:17:00 AM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,8,6,10,41.893037016,-87.76523108,POINT (-87.765231080415 41.893037016144),POINT (1138926.0431882413 1904124.6723784015),2021,Fall,1.0,4,1,4.0,0.0,0.0
O1046606,DRIVER,e61d035a2502e61b19951aaede0dbd15afe30108e9b103f698565e6bc225f710320739bd8f0eb8095712ba0a6531512aac3b09266f87b3829212b4fdca87c849,992268.0,M,64.0,"DEPLOYED, COMBINATION",NONE,NONINCAPACITATING INJURY,UNKNOWN,UNKNOWN,ILLNESS/FAINTED,,,,TEST NOT OFFERED,,,,2021-02-20 15:54:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",02/20/2021 03:54:00 PM,PHYSICAL CONDITION OF DRIVER,FAILING TO REDUCE SPEED TO AVOID CRASH,,4,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,3.0,0.0,15,7,2,41.7569669,-87.576247624,POINT (-87.576247624193 41.756966899896),POINT (1190817.40863166 1854938.583756673),2021,Winter,1.0,1,1,1.0,1.0,0.0
O1250980,DRIVER,779901aa1a13ed19e5a5cadc9e5ba6888fdab01247664a83f70c1fa44e53e25975403842be544711c27b260fd38e1b8e113a578ee01225e577778b884a067fa2,1187412.0,M,35.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,IMPROPER BACKING,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-12-22 15:31:00,30,CLEAR,DAYLIGHT,REAR TO FRONT,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",12/22/2021 03:32:00 PM,IMPROPER BACKING,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15,4,12,41.961012003,-87.703498262,POINT (-87.703498261541 41.961012002525),POINT (1155552.035182845 1929012.197590317),2021,Winter,1.0,1,1,2.0,0.0,0.0
O1171090,DRIVER,983822a957b454d0290da6c784701cd8804651cca5c4e1dea078d5f3ff50aeb65aba0a2882418e0058a9776a6d7e1bead11ae6d5b6d74b8153df7dd9ac4d9841,1110921.0,F,48.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-08-27 12:15:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",08/27/2021 12:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,6,8,41.844401462,-87.721411975,POINT (-87.721411975298 41.844401461525),POINT (1150982.9645248672 1886484.0244721784),2021,Summer,0.0,3,1,2.0,0.0,0.0
O1092607,DRIVER,eb17fe87f02965dcc122ec063d98aa4edfa268b3fe88e067eaa71bc9821a44e5a5a03e140bf1d7141784d3254f3adae365d945bb51a8de99b78d6cc362629282,1036329.0,M,59.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-05-10 12:20:00,15,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",05/10/2021 12:25:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,2,5,41.976201139,-87.905309125,POINT (-87.905309125103 41.976201139024),POINT (1100635.8917230505 1934208.356555081),2021,Spring,1.0,2,1,3.0,0.0,0.0
O1032119,DRIVER,3f1ade80db17724ee34e85f39e7ed4ec66f1a00f772cf168cce8f084038b1e13d79b493d487245c795814686e483ad43f0e1d19e6d81d97ceef5091e47084ed7,978283.0,M,29.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,OTHER,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-01-24 11:35:00,40,SNOW,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,WET,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",01/24/2021 11:43:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,WEATHER,,3,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,6.0,0.0,11,1,1,41.896313818,-87.616154357,POINT (-87.616154357407 41.89631381766),POINT (1179505.0872436229 1905622.7452499168),2021,Winter,1.0,1,1,2.0,0.0,0.0
P244823,PASSENGER,a4c1fa48ce372d3d5cc9dc2c2f2dfa301db9f279aa489a966f813277618b92429df66cd96eecfb3d45eb27223e5b61926788628d6dac9222a6bccaa0fc02b3bc,1035081.0,F,9.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2021-05-08 12:46:00,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",05/08/2021 01:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12,7,5,41.943621253,-87.732001616,POINT (-87.732001615793 41.943621253262),POINT (1147844.149275733 1922619.2646306418),2021,Spring,0.0,2,2,2.0,0.0,0.0
O1132137,DRIVER,32b2186fe5649d39982c9f90b9d15f26ceab2e0ef66187f7f4784d25799592798a781ad25fc9d48bee5ed493aa5de2b7a05444b5077cbccb302f5a5511467624,1073927.0,M,58.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-06-27 15:19:00,30,UNKNOWN,UNKNOWN,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,NO INJURY / DRIVE AWAY,,"$501 - $1,500",07/02/2021 08:39:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15,1,6,41.750153605,-87.663283408,POINT (-87.663283408041 41.7501536046),POINT (1167089.2919577758 1852258.9064445233),2021,Summer,1.0,3,1,2.0,0.0,0.0
O1201667,PEDESTRIAN,b52b14d0613f242ed862b74cad65616dba44f5459f8ea297898f9e5d2c07f205c45de8a14ae8fadcd5524766e2f435a1b331d89d72f7b7cfcfd9e4269e166aa3,,F,28.0,,,NONINCAPACITATING INJURY,OTHER,OTHER,NORMAL,CROSSING - NO CONTROLS (AT INTERSECTION),NO CONTRASTING CLOTHING,IN CROSSWALK,TEST NOT OFFERED,,,,2021-10-08 16:47:00,30,CLEAR,DAYLIGHT,PEDESTRIAN,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,$500 OR LESS,10/09/2021 10:14:00 AM,DISREGARDING STOP SIGN,NOT APPLICABLE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16,6,10,41.894001458,-87.625652688,POINT (-87.62565268783 41.894001458144),POINT (1176926.0612047187 1904758.6474595848),2021,Fall,0.0,4,3,,1.0,
O1034600,DRIVER,b22de72d4c92f77b1d389ee527bab5869d430e15542f2eda496fb696c61898b8e38da92fac835cc7cf92807fca9bb0bc86d96a8ef2753595f41e91b73d124e9d,980648.0,M,38.0,DID NOT DEPLOY,NONE,NONINCAPACITATING INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-02-02 11:55:00,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",02/02/2021 05:42:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11,3,2,41.91821388,-87.653421975,POINT (-87.653421975384 41.918213879899),POINT (1169295.5063977782 1913520.5327750382),2021,Winter,1.0,1,1,2.0,1.0,0.0
O1162184,DRIVER,c6b5f637adcdfd1bf8a9325c985b07bed945697e705a6ea2e4f0d2cb7868519c67b216423b35a3b072a94e8ce50626c68d4575fafcaeb284f00a953cb5bf5fff,1102421.0,F,28.0,"DEPLOYED, FRONT",NONE,"REPORTED, NOT EVIDENT",FAILED TO YIELD,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-08-14 23:53:00,30,CLEAR,DAWN,FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",08/14/2021 11:53:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,,1,"REPORTED, NOT EVIDENT",2.0,0.0,0.0,0.0,2.0,0.0,0.0,23,7,8,41.70807305,-87.573862567,POINT (-87.573862566855 41.708073049807),POINT (1191625.3764413043 1837127.8652847463),2021,Summer,0.0,3,1,5.0,2.0,0.0
O1025134,DRIVER,f4c02c815467019b662abd29288545b34dbefa7102b0f70a425c5f74a697801490732c181e37843cf48c8fd15761f3302389d780337e6dc70549f3f828a5aeea,971579.0,X,18.0,DID NOT DEPLOY,UNKNOWN,NO INDICATION OF INJURY,FAILED TO YIELD,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2021-01-14 20:00:00,30,UNKNOWN,UNKNOWN,TURNING,UNKNOWN INTERSECTION TYPE,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",01/15/2021 07:30:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,5,1,41.764343255,-87.566632526,POINT (-87.566632525994 41.764343255101),POINT (1193416.905792372 1857649.7051623422),2021,Winter,2.0,1,1,2.0,0.0,0.0
O1117237,DRIVER,e3d79f877acd3b3024cee18534d3271f4557f9758b837e630f82508e5158a41a57bfcedc7732168226b6089d3693fdb23a737d6bf57fee57f6baea57578a36a8,1059746.0,M,50.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-06-13 18:00:00,10,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",06/13/2021 06:09:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,1,6,41.977955465,-87.846319888,POINT (-87.846319888343 41.977955465241),POINT (1116672.3117086776 1934933.3063365663),2021,Summer,1.0,3,1,2.0,0.0,0.0
O1165760,DRIVER,d887000675603bd0bccf2f5a9705cdcf15b4d7381af0b31b244c345d36765f48d68ae019ccbe36aea1da9360498cff299f9bb6cba972371d21c405b091999aa7,1105840.0,F,44.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,OTHER,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-08-20 15:40:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",08/20/2021 03:45:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,6,8,41.808311309,-87.699034607,POINT (-87.699034607342 41.80831130924),POINT (1157177.3486297769 1873377.1812383963),2021,Summer,0.0,3,1,3.0,0.0,0.0
O1130690,DRIVER,9df557db38742a6ab4317245ab98977e02da1d0c983bcdd03f16dcc1a046306812c81580c66922ab707b005b39b3efa4fbd24c1bf04d58823cd9e63a14e7e511,1072544.0,M,65.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-07-01 11:00:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",07/01/2021 07:15:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,5,7,41.789842591,-87.762051421,POINT (-87.762051420692 41.789842590544),POINT (1140041.883376015 1866526.8099669304),2021,Summer,1.0,3,1,2.0,0.0,0.0
O1182555,DRIVER,4294194993837a2f60db286ecab07760756405e486649214d41f115b83390dde151f91dab4e76e7523bafae8338646f7e1e42a0653fe1746dc167c42a2cae078,1121904.0,F,37.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-09-13 09:10:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",09/13/2021 09:15:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,2,9,41.877661606,-87.720787398,POINT (-87.720787398356 41.877661606011),POINT (1151066.6756143102 1898605.1441632612),2021,Fall,0.0,4,1,3.0,0.0,0.0
O1189841,DRIVER,caa25fd28efdfb5ef3b3d8a5060ba2403aab0cca7121e79925ee1663c2af6d48f7f61f26caeccb7ab559a70561abaefe973dff06b011994eeebfe80bc91d1234,1128881.0,M,43.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,IMPROPER TURN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2021-09-22 15:50:00,30,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",09/22/2021 06:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,4,9,41.89511547,-87.745695752,POINT (-87.7456957519 41.89511547047),POINT (1144239.720259314 1904917.8814553313),2021,Fall,1.0,4,1,3.0,0.0,0.0
O1131989,BICYCLE,5a9df36c941767005ffb23425bdb0f4924abfa3dbfcf88e6a182d3a5d382eeea6822e3eb30b576df3aeed2a49db780f3afa56e7b749db14c386f992f73bf559a,,M,18.0,,NONE,NONINCAPACITATING INJURY,NONE,UNKNOWN,NORMAL,AGAINST TRAFFIC,NO CONTRASTING CLOTHING,UNKNOWN/NA,TEST NOT OFFERED,,,,2021-07-03 13:41:00,10,CLEAR,DAYLIGHT,PEDALCYCLIST,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,$500 OR LESS,07/03/2021 01:56:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,13,7,7,41.990336639,-87.707534415,POINT (-87.707534414707 41.990336639159),POINT (1154376.2165436374 1939690.187290073),2021,Summer,1.0,3,4,,1.0,0.0
